,returns
2025-08-03 10:55:36.225585+00:00,0.0
2025-08-03 11:55:36.225585+00:00,-0.0
2025-08-03 12:55:36.225585+00:00,-0.0
2025-08-03 13:55:36.225585+00:00,-0.0
2025-08-03 14:55:36.225585+00:00,-0.0
2025-08-03 15:55:36.225585+00:00,0.0
2025-08-03 16:55:36.225585+00:00,-0.0
2025-08-03 17:55:36.225585+00:00,-0.0
2025-08-03 18:55:36.225585+00:00,-0.0
2025-08-03 19:55:36.225585+00:00,-0.0
2025-08-03 20:55:36.225585+00:00,-0.0
2025-08-03 21:55:36.225585+00:00,-0.0
2025-08-03 22:55:36.225585+00:00,-0.0
2025-08-03 23:55:36.225585+00:00,-0.0
2025-08-04 00:55:36.225585+00:00,-0.0
2025-08-04 01:55:36.225585+00:00,-0.0
2025-08-04 02:55:36.225585+00:00,-0.0
2025-08-04 03:55:36.225585+00:00,0.0
2025-08-04 04:55:36.225585+00:00,0.0
2025-08-04 05:55:36.225585+00:00,-0.0
2025-08-04 06:55:36.225585+00:00,-0.0
2025-08-04 07:55:36.225585+00:00,0.0
2025-08-04 08:55:36.225585+00:00,0.0
2025-08-04 09:55:36.225585+00:00,-0.0
2025-08-04 10:55:36.225585+00:00,0.0
2025-08-04 11:55:36.225585+00:00,0.0
2025-08-04 12:55:36.225585+00:00,0.0
2025-08-04 13:55:36.225585+00:00,-0.0
2025-08-04 14:55:36.225585+00:00,-0.0
2025-08-04 15:55:36.225585+00:00,0.0
2025-08-04 16:55:36.225585+00:00,-0.0
2025-08-04 17:55:36.225585+00:00,0.0
2025-08-04 18:55:36.225585+00:00,-0.0
2025-08-04 19:55:36.225585+00:00,-0.0
2025-08-04 20:55:36.225585+00:00,-0.0
2025-08-04 21:55:36.225585+00:00,0.0
2025-08-04 22:55:36.225585+00:00,-0.0
2025-08-04 23:55:36.225585+00:00,-0.0
2025-08-05 00:55:36.225585+00:00,0.0
2025-08-05 01:55:36.225585+00:00,0.0
2025-08-05 02:55:36.225585+00:00,0.0
2025-08-05 03:55:36.225585+00:00,0.0
2025-08-05 04:55:36.225585+00:00,0.0
2025-08-05 05:55:36.225585+00:00,0.0
2025-08-05 06:55:36.225585+00:00,0.0
2025-08-05 07:55:36.225585+00:00,-0.0
2025-08-05 08:55:36.225585+00:00,0.0
2025-08-05 09:55:36.225585+00:00,0.0
2025-08-05 10:55:36.225585+00:00,0.0
2025-08-05 11:55:36.225585+00:00,0.0
2025-08-05 12:55:36.225585+00:00,-0.0
2025-08-05 13:55:36.225585+00:00,0.0
2025-08-05 14:55:36.225585+00:00,0.0
2025-08-05 15:55:36.225585+00:00,0.0
2025-08-05 16:55:36.225585+00:00,0.0
2025-08-05 17:55:36.225585+00:00,0.0
2025-08-05 18:55:36.225585+00:00,0.0
2025-08-05 19:55:36.225585+00:00,0.0
2025-08-05 20:55:36.225585+00:00,0.0
2025-08-05 21:55:36.225585+00:00,0.00260826024265245
2025-08-05 22:55:36.225585+00:00,-0.0017767038455667183
2025-08-05 23:55:36.225585+00:00,-0.0024368427287765337
2025-08-06 00:55:36.225585+00:00,0.00152486149887876
2025-08-06 01:55:36.225585+00:00,0.00397622580577206
2025-08-06 02:55:36.225585+00:00,0.0034708486057450916
2025-08-06 03:55:36.225585+00:00,0.009769036257964991
2025-08-06 04:55:36.225585+00:00,-0.000293132270664187
2025-08-06 05:55:36.225585+00:00,0.002992241580049626
2025-08-06 06:55:36.225585+00:00,-0.003348800404645469
2025-08-06 07:55:36.225585+00:00,0.003168448629989884
2025-08-06 08:55:36.225585+00:00,-0.002889718122897955
2025-08-06 09:55:36.225585+00:00,0.0032065437112587247
2025-08-06 10:55:36.225585+00:00,-0.005084350590685238
2025-08-06 11:55:36.225585+00:00,-0.008659271861893636
2025-08-06 12:55:36.225585+00:00,-0.0035305713141994266
2025-08-06 13:55:36.225585+00:00,-0.0002674779347729972
2025-08-06 14:55:36.225585+00:00,0.0014095790092740756
2025-08-06 15:55:36.225585+00:00,-0.0035716324169864366
2025-08-06 16:55:36.225585+00:00,-0.00314511179602206
2025-08-06 17:55:36.225585+00:00,-0.003430757402940854
2025-08-06 18:55:36.225585+00:00,0.0019533710348480504
2025-08-06 19:55:36.225585+00:00,0.00040123047758000574
2025-08-06 20:55:36.225585+00:00,-0.0
2025-08-06 21:55:36.225585+00:00,0.0
2025-08-06 22:55:36.225585+00:00,-0.0
2025-08-06 23:55:36.225585+00:00,0.0
2025-08-07 00:55:36.225585+00:00,0.0
2025-08-07 01:55:36.225585+00:00,-0.0
2025-08-07 02:55:36.225585+00:00,0.0
2025-08-07 03:55:36.225585+00:00,-0.0
2025-08-07 04:55:36.225585+00:00,-0.0
2025-08-07 05:55:36.225585+00:00,0.0
2025-08-07 06:55:36.225585+00:00,-0.0
2025-08-07 07:55:36.225585+00:00,0.0
2025-08-07 08:55:36.225585+00:00,0.0
2025-08-07 09:55:36.225585+00:00,-0.0
2025-08-07 10:55:36.225585+00:00,0.0
2025-08-07 11:55:36.225585+00:00,0.0
2025-08-07 12:55:36.225585+00:00,-0.0
2025-08-07 13:55:36.225585+00:00,0.0
2025-08-07 14:55:36.225585+00:00,-0.0
2025-08-07 15:55:36.225585+00:00,0.0
2025-08-07 16:55:36.225585+00:00,0.0
2025-08-07 17:55:36.225585+00:00,-0.0
2025-08-07 18:55:36.225585+00:00,-0.0
2025-08-07 19:55:36.225585+00:00,-0.0
2025-08-07 20:55:36.225585+00:00,-0.0034082288900078523
2025-08-07 21:55:36.225585+00:00,-0.004103733945038934
2025-08-07 22:55:36.225585+00:00,0.0054430716767053244
2025-08-07 23:55:36.225585+00:00,0.0012154265116872676
2025-08-08 00:55:36.225585+00:00,-0.006860327924941068
2025-08-08 01:55:36.225585+00:00,2.5013050901190326e-05
2025-08-08 02:55:36.225585+00:00,-0.0034477546095383893
2025-08-08 03:55:36.225585+00:00,0.0
2025-08-08 04:55:36.225585+00:00,0.0
2025-08-08 05:55:36.225585+00:00,0.0
2025-08-08 06:55:36.225585+00:00,-0.0
2025-08-08 07:55:36.225585+00:00,0.0
2025-08-08 08:55:36.225585+00:00,-0.0
2025-08-08 09:55:36.225585+00:00,0.0
2025-08-08 10:55:36.225585+00:00,0.0
