,returns
2025-08-03 14:51:49.715554+00:00,0.0
2025-08-03 15:51:49.715554+00:00,0.0
2025-08-03 16:51:49.715554+00:00,-0.0
2025-08-03 17:51:49.715554+00:00,-0.0
2025-08-03 18:51:49.715554+00:00,-0.0
2025-08-03 19:51:49.715554+00:00,0.0
2025-08-03 20:51:49.715554+00:00,0.0
2025-08-03 21:51:49.715554+00:00,0.0
2025-08-03 22:51:49.715554+00:00,0.0
2025-08-03 23:51:49.715554+00:00,-0.0
2025-08-04 00:51:49.715554+00:00,0.0
2025-08-04 01:51:49.715554+00:00,0.0
2025-08-04 02:51:49.715554+00:00,0.0
2025-08-04 03:51:49.715554+00:00,-0.0
2025-08-04 04:51:49.715554+00:00,0.0
2025-08-04 05:51:49.715554+00:00,-0.0
2025-08-04 06:51:49.715554+00:00,0.0
2025-08-04 07:51:49.715554+00:00,-0.0
2025-08-04 08:51:49.715554+00:00,0.0
2025-08-04 09:51:49.715554+00:00,0.0
2025-08-04 10:51:49.715554+00:00,0.0
2025-08-04 11:51:49.715554+00:00,-0.0
2025-08-04 12:51:49.715554+00:00,0.0
2025-08-04 13:51:49.715554+00:00,-0.0
2025-08-04 14:51:49.715554+00:00,0.0
2025-08-04 15:51:49.715554+00:00,-0.0
2025-08-04 16:51:49.715554+00:00,0.0
2025-08-04 17:51:49.715554+00:00,0.0
2025-08-04 18:51:49.715554+00:00,0.0
2025-08-04 19:51:49.715554+00:00,-0.0
2025-08-04 20:51:49.715554+00:00,-0.005457690455983863
2025-08-04 21:51:49.715554+00:00,0.0039770321420833366
2025-08-04 22:51:49.715554+00:00,-0.005393267967969462
2025-08-04 23:51:49.715554+00:00,0.0008854759876004703
2025-08-05 00:51:49.715554+00:00,0.0033491130414495807
2025-08-05 01:51:49.715554+00:00,0.0
2025-08-05 02:51:49.715554+00:00,0.0
2025-08-05 03:51:49.715554+00:00,0.0
2025-08-05 04:51:49.715554+00:00,-0.0
2025-08-05 05:51:49.715554+00:00,-0.0
2025-08-05 06:51:49.715554+00:00,0.0
2025-08-05 07:51:49.715554+00:00,0.0
2025-08-05 08:51:49.715554+00:00,-0.0
2025-08-05 09:51:49.715554+00:00,0.0
2025-08-05 10:51:49.715554+00:00,-0.0
2025-08-05 11:51:49.715554+00:00,-0.0
2025-08-05 12:51:49.715554+00:00,0.0
2025-08-05 13:51:49.715554+00:00,0.0
2025-08-05 14:51:49.715554+00:00,-0.0
2025-08-05 15:51:49.715554+00:00,0.0
2025-08-05 16:51:49.715554+00:00,0.0
2025-08-05 17:51:49.715554+00:00,-0.0
2025-08-05 18:51:49.715554+00:00,0.0
2025-08-05 19:51:49.715554+00:00,0.0
2025-08-05 20:51:49.715554+00:00,0.0
2025-08-05 21:51:49.715554+00:00,0.0
2025-08-05 22:51:49.715554+00:00,-0.0
2025-08-05 23:51:49.715554+00:00,0.0
2025-08-06 00:51:49.715554+00:00,0.0
2025-08-06 01:51:49.715554+00:00,0.0
2025-08-06 02:51:49.715554+00:00,-0.0
2025-08-06 03:51:49.715554+00:00,0.0
2025-08-06 04:51:49.715554+00:00,0.0
2025-08-06 05:51:49.715554+00:00,0.0
2025-08-06 06:51:49.715554+00:00,-0.0
2025-08-06 07:51:49.715554+00:00,0.0
2025-08-06 08:51:49.715554+00:00,0.0
2025-08-06 09:51:49.715554+00:00,0.0
2025-08-06 10:51:49.715554+00:00,-0.0
2025-08-06 11:51:49.715554+00:00,-0.0
2025-08-06 12:51:49.715554+00:00,0.0
2025-08-06 13:51:49.715554+00:00,0.0
2025-08-06 14:51:49.715554+00:00,-0.0
2025-08-06 15:51:49.715554+00:00,0.0
2025-08-06 16:51:49.715554+00:00,0.0
2025-08-06 17:51:49.715554+00:00,-0.0
2025-08-06 18:51:49.715554+00:00,0.0
2025-08-06 19:51:49.715554+00:00,0.0
2025-08-06 20:51:49.715554+00:00,0.0
2025-08-06 21:51:49.715554+00:00,-0.0
2025-08-06 22:51:49.715554+00:00,-0.0
2025-08-06 23:51:49.715554+00:00,-0.0
2025-08-07 00:51:49.715554+00:00,-0.0
2025-08-07 01:51:49.715554+00:00,0.0
2025-08-07 02:51:49.715554+00:00,0.0
2025-08-07 03:51:49.715554+00:00,0.0
2025-08-07 04:51:49.715554+00:00,-0.0
2025-08-07 05:51:49.715554+00:00,-0.0
2025-08-07 06:51:49.715554+00:00,-0.0
2025-08-07 07:51:49.715554+00:00,-0.0
2025-08-07 08:51:49.715554+00:00,-0.0
2025-08-07 09:51:49.715554+00:00,0.005444546201133685
2025-08-07 10:51:49.715554+00:00,0.0019048012784543822
2025-08-07 11:51:49.715554+00:00,-0.0038089928658090466
2025-08-07 12:51:49.715554+00:00,-0.0007868835198810986
2025-08-07 13:51:49.715554+00:00,-0.00035605244153891213
2025-08-07 14:51:49.715554+00:00,-0.0007280863429350859
2025-08-07 15:51:49.715554+00:00,0.005250865123826998
2025-08-07 16:51:49.715554+00:00,0.00425352743657359
2025-08-07 17:51:49.715554+00:00,0.0021504631773376914
2025-08-07 18:51:49.715554+00:00,-0.0009766282162355644
2025-08-07 19:51:49.715554+00:00,-0.005825565149425338
2025-08-07 20:51:49.715554+00:00,-0.00735204811706891
2025-08-07 21:51:49.715554+00:00,0.0017732159845660345
2025-08-07 22:51:49.715554+00:00,0.002331279229866201
2025-08-07 23:51:49.715554+00:00,-0.0018198350193142643
2025-08-08 00:51:49.715554+00:00,0.004730183080909667
2025-08-08 01:51:49.715554+00:00,-0.001128829632295103
2025-08-08 02:51:49.715554+00:00,-0.0034264639534640207
2025-08-08 03:51:49.715554+00:00,-0.002517823858237178
2025-08-08 04:51:49.715554+00:00,-0.007088115568315789
2025-08-08 05:51:49.715554+00:00,-0.0019473870982744668
2025-08-08 06:51:49.715554+00:00,0.0013558136530769094
2025-08-08 07:51:49.715554+00:00,-0.0007637507011496458
2025-08-08 08:51:49.715554+00:00,0.0
2025-08-08 09:51:49.715554+00:00,0.0
2025-08-08 10:51:49.715554+00:00,-0.0
2025-08-08 11:51:49.715554+00:00,-0.0
2025-08-08 12:51:49.715554+00:00,0.0
2025-08-08 13:51:49.715554+00:00,-0.0
2025-08-08 14:51:49.715554+00:00,0.0
2025-08-08 15:51:49.715554+00:00,0.0
2025-08-08 16:51:49.715554+00:00,-0.0
2025-08-08 17:51:49.715554+00:00,0.0
2025-08-08 18:51:49.715554+00:00,-0.0
2025-08-08 19:51:49.715554+00:00,0.0
2025-08-08 20:51:49.715554+00:00,0.0
2025-08-08 21:51:49.715554+00:00,-0.0
2025-08-08 22:51:49.715554+00:00,-0.0
2025-08-08 23:51:49.715554+00:00,-0.0
2025-08-09 00:51:49.715554+00:00,-0.0
2025-08-09 01:51:49.715554+00:00,-0.0
2025-08-09 02:51:49.715554+00:00,0.0
2025-08-09 03:51:49.715554+00:00,-0.0
2025-08-09 04:51:49.715554+00:00,-0.0
2025-08-09 05:51:49.715554+00:00,-0.0
2025-08-09 06:51:49.715554+00:00,0.0
2025-08-09 07:51:49.715554+00:00,-0.0
2025-08-09 08:51:49.715554+00:00,0.0
2025-08-09 09:51:49.715554+00:00,0.0
2025-08-09 10:51:49.715554+00:00,0.0
2025-08-09 11:51:49.715554+00:00,-0.0
2025-08-09 12:51:49.715554+00:00,-0.0
